P6 | 123 | Позиция маркирована | Маркер #61
P5 | 123 | Позиция маркирована | Маркер #61
Q6 | 123 | Маркер уничтожен из конечной очереди | 
Q6 | 124 | Позиция маркирована | Маркер #61
P6 | 124 | Маркер покинул позицию | Маркер #61
P5 | 124 | Маркер покинул позицию | Маркер #61
Q2 | 124 | Позиция маркирована | Маркер #62
Q5 | 124 | Позиция маркирована | Маркер #62
Q6 | 124 | Маркер уничтожен из конечной очереди | 
P6 | 125 | Позиция маркирована | Маркер #62
P5 | 125 | Позиция маркирована | Маркер #62
Q6 | 125 | Маркер уничтожен из конечной очереди | 
Q6 | 126 | Позиция маркирована | Маркер #62
P6 | 126 | Маркер покинул позицию | Маркер #62
P5 | 126 | Маркер покинул позицию | Маркер #62
Q2 | 126 | Позиция маркирована | Маркер #63
Q5 | 126 | Позиция маркирована | Маркер #63
Q6 | 126 | Маркер уничтожен из конечной очереди | 
P6 | 127 | Позиция маркирована | Маркер #63
P5 | 127 | Позиция маркирована | Маркер #63
Q6 | 127 | Маркер уничтожен из конечной очереди | 
Q6 | 128 | Позиция маркирована | Маркер #63
P6 | 128 | Маркер покинул позицию | Маркер #63
P5 | 128 | Маркер покинул позицию | Маркер #63
Q2 | 128 | Позиция маркирована | Маркер #64
Q5 | 128 | Позиция маркирована | Маркер #64
Q6 | 128 | Маркер уничтожен из конечной очереди | 
P6 | 129 | Позиция маркирована | Маркер #64
P5 | 129 | Позиция маркирована | Маркер #64
Q6 | 129 | Маркер уничтожен из конечной очереди | 
Q6 | 130 | Позиция маркирована | Маркер #64
P6 | 130 | Маркер покинул позицию | Маркер #64
P5 | 130 | Маркер покинул позицию | Маркер #64
Q2 | 130 | Позиция маркирована | Маркер #65
Q5 | 130 | Позиция маркирована | Маркер #65
Q6 | 130 | Маркер уничтожен из конечной очереди | 
P6 | 131 | Позиция маркирована | Маркер #65
P5 | 131 | Позиция маркирована | Маркер #65
Q6 | 131 | Маркер уничтожен из конечной очереди | 
Q6 | 132 | Позиция маркирована | Маркер #65
P6 | 132 | Маркер покинул позицию | Маркер #65
P5 | 132 | Маркер покинул позицию | Маркер #65
Q2 | 132 | Позиция маркирована | Маркер #66
Q5 | 132 | Позиция маркирована | Маркер #66
Q6 | 132 | Маркер уничтожен из конечной очереди | 
P6 | 133 | Позиция маркирована | Маркер #66
P5 | 133 | Позиция маркирована | Маркер #66
Q6 | 133 | Маркер уничтожен из конечной очереди | 
Q6 | 134 | Позиция маркирована | Маркер #66
P6 | 134 | Маркер покинул позицию | Маркер #66
P5 | 134 | Маркер покинул позицию | Маркер #66
Q2 | 134 | Позиция маркирована | Маркер #67
Q5 | 134 | Позиция маркирована | Маркер #67
Q6 | 134 | Маркер уничтожен из конечной очереди | 
P6 | 135 | Позиция маркирована | Маркер #67
P5 | 135 | Позиция маркирована | Маркер #67
Q6 | 135 | Маркер уничтожен из конечной очереди | 
Q6 | 136 | Позиция маркирована | Маркер #67
P6 | 136 | Маркер покинул позицию | Маркер #67
P5 | 136 | Маркер покинул позицию | Маркер #67
Q2 | 136 | Позиция маркирована | Маркер #68
Q5 | 136 | Позиция маркирована | Маркер #68
Q6 | 136 | Маркер уничтожен из конечной очереди | 
P6 | 137 | Позиция маркирована | Маркер #68
P5 | 137 | Позиция маркирована | Маркер #68
Q6 | 137 | Маркер уничтожен из конечной очереди | 
Q6 | 138 | Позиция маркирована | Маркер #68
P6 | 138 | Маркер покинул позицию | Маркер #68
P5 | 138 | Маркер покинул позицию | Маркер #68
Q2 | 138 | Позиция маркирована | Маркер #69
Q5 | 138 | Позиция маркирована | Маркер #69
Q6 | 138 | Маркер уничтожен из конечной очереди | 
P6 | 139 | Позиция маркирована | Маркер #69
P5 | 139 | Позиция маркирована | Маркер #69
Q6 | 139 | Маркер уничтожен из конечной очереди | 
Q6 | 140 | Позиция маркирована | Маркер #69
P6 | 140 | Маркер покинул позицию | Маркер #69
P5 | 140 | Маркер покинул позицию | Маркер #69
Q2 | 140 | Позиция маркирована | Маркер #70
Q5 | 140 | Позиция маркирована | Маркер #70
Q6 | 140 | Маркер уничтожен из конечной очереди | 
P6 | 141 | Позиция маркирована | Маркер #70
P5 | 141 | Позиция маркирована | Маркер #70
Q6 | 141 | Маркер уничтожен из конечной очереди | 
